Date,Open,High,Low,Close,Adj Close,Volume,weekly_macd,weekly_signal,monthly_macd,monthly_signal,weekly_diff,monthly_diff,codes,switch_code,atr
2021-02-08,243.14999389648438,243.67999267578125,240.80999755859375,242.47000122070312,235.69268798828125,22211900,3.2117923122900436,0.692271728691045,0.951147304923893,0.05306096813840046,2.5195205835989984,0.8980863367854925,3,0,5.31396014094633
2021-02-09,241.8699951171875,244.75999450683594,241.3800048828125,243.77000427246094,236.9563446044922,23565000,3.5070706205490865,0.8146542892066121,1.0557925873742988,0.06414087553327226,2.6924163313424745,0.9916517118410265,3,0,5.150128391136127
2021-02-10,245.0,245.9199981689453,240.88999938964844,242.82000732421875,236.03286743164062,22186700,3.7699082314768475,0.9431435910444484,1.154900463379306,0.07619346766416765,2.826764640432399,1.0787069957151385,3,0,5.140085307493501
2021-02-11,244.77999877929688,245.14999389648438,242.14999389648438,244.49000549316406,237.65621948242188,15751100,4.047617800679404,1.0781207305937943,1.2602199449085276,0.08927663315858048,2.96949707008561,1.170943311749947,3,0,4.963321588100468
2021-02-12,243.92999267578125,245.3000030517578,242.72999572753906,244.99000549316406,238.14222717285156,16561100,4.31885507511285,1.2190222238337531,1.366454308513397,0.10338909365973867,3.099832851279097,1.2630652148536585,3,0,4.767825327085002
2021-02-16,245.02999877929688,246.1300048828125,242.9199981689453,243.6999969482422,236.8883056640625,26728500,4.552431633631642,1.3639530677380092,1.4656056858798934,0.11844121070084536,3.1884785658936323,1.347164475179048,3,0,4.641867754503746
2021-02-17,241.32000732421875,244.30999755859375,240.94000244140625,244.1999969482422,237.92103576660156,21653500,4.781381885208646,1.5125369293671673,1.5657400713752168,0.13443346330498207,3.2688449558414785,1.4313066080702348,3,0,4.539990717413938
2021-02-18,241.8000030517578,243.92999267578125,240.86000061035156,243.7899932861328,237.5215606689453,16925600,4.989868222903112,1.6637252464774257,1.6627837736407116,0.15132131203797355,3.326142976425687,1.5114624616027381,3,0,4.444697462531522
2021-02-19,243.75,243.86000061035156,240.17999267578125,240.97000122070312,234.77407836914062,25262600,5.136537119679588,1.8147170670514328,1.746022607203514,0.16894232082433314,3.321820052628155,1.5770802863791809,3,0,4.3844533028970725
2021-02-22,237.4199981689453,237.92999267578125,232.39999389648438,234.50999450683594,228.48016357421875,36446900,5.1604827941816325,1.9601851421440502,1.7993866318908829,0.18695828006263757,3.200297652037582,1.6124283518282454,3,0,4.711794503576392
2021-02-23,230.3300018310547,234.8300018310547,228.72999572753906,233.27000427246094,227.27203369140625,30228700,5.1589823517645925,2.099263281692769,1.8465169901109277,0.20529594536703857,3.0597190700718233,1.641221044743889,3,0,4.819631882712442
2021-02-24,230.00999450683594,235.1999969482422,229.0,234.5500030517578,228.5191650390625,26339700,5.177396071256368,2.2330951421085783,1.898726752795369,0.22400788799055604,2.9443009291477895,1.674718864804813,3,0,4.926193489954797
2021-02-25,232.0800018310547,234.58999633789062,227.8800048828125,228.99000549316406,223.10211181640625,39542200,5.094932997368687,2.3575228749459747,1.9254464956559332,0.24280831459459334,2.7374101224227125,1.6826381810613398,3,0,5.063109419208449
2021-02-26,231.52999877929688,235.3699951171875,229.5399932861328,232.3800048828125,226.40496826171875,37819200,5.073232800547544,2.475597219537347,1.9669007807953562,0.2618590600774747,2.5976355810101968,1.7050417207178814,3,0,5.163651381897457
2021-03-01,235.89999389648438,237.47000122070312,233.14999389648438,236.94000244140625,230.84768676757812,25324000,5.129914884015847,2.591002335384238,2.02812808873864,0.2813758449245594,2.5389125486316084,1.7467522438140808,3,0,5.158055454389125
2021-03-02,237.00999450683594,237.3000030517578,233.4499969482422,233.8699951171875,227.8566436767578,22812500,5.12754805287463,2.701286931796864,2.074857406685055,0.3011933207451174,2.426261121077766,1.7736640859399377,3,0,5.059126416139151
2021-03-03,232.16000366210938,233.5800018310547,227.25999450683594,227.55999755859375,221.7089080810547,34029500,5.0121777860456405,2.8017604471989848,2.092812450567777,0.32099021720724624,2.2104173388466557,1.771822233360531,3,0,5.175929678681691
2021-03-04,226.74000549316406,232.49000549316406,224.25999450683594,226.72999572753906,220.9001922607422,44727800,4.885243476406401,2.8923466658601766,2.106781671289639,0.3407227194623003,1.9928968105462248,1.7660589518273384,3,0,5.4050558228545285
2021-03-05,229.52000427246094,233.27000427246094,226.4600067138672,231.60000610351562,225.64501953125,41872800,4.84722113227761,2.977341207878326,2.142234835818641,0.36062893069275714,1.8698799243992843,1.781605905125884,3,0,5.51008117638578
2021-03-08,231.3699951171875,233.3699951171875,227.1300048828125,227.38999938964844,221.5432586669922,35267400,4.734822448053507,3.0537534357120295,2.158414009943044,0.3804939591927603,1.681069012341477,1.777920050750284,3,0,5.564464114537409
2021-03-09,232.8800048828125,235.3800048828125,231.6699981689453,233.77999877929688,227.76895141601562,33080500,4.737349570957889,3.126953267679241,2.202827856119228,0.40063024534664393,1.6103963032786481,1.8021976107725841,3,0,5.744628085827518
2021-03-10,237.0,237.0,232.0399932861328,232.4199981689453,226.44390869140625,29746800,4.713558361934275,3.1959360978642426,2.240568286988065,0.42096105243660437,1.5176222640700328,1.8196072345514607,3,0,5.686513689565258
2021-03-11,234.9600067138672,239.1699981689453,234.30999755859375,237.1300048828125,231.03282165527344,29907600,4.7710570247568285,3.26441961642479,2.298787019492721,0.44171051063611944,1.5066374083320384,1.8570765088566017,3,0,5.765075456073607
2021-03-12,234.00999450683594,235.82000732421875,233.22999572753906,235.75,229.6883087158203,22653700,4.799255924900677,3.331151629836785,2.350072943594597,0.4627973883483678,1.4681042950638923,1.8872755552462293,3,0,5.627635256664372
2021-03-15,234.9600067138672,235.19000244140625,231.80999755859375,234.80999755859375,228.77247619628906,26034900,4.807242968261761,3.395329514116132,2.39647075543553,0.4841639448907674,1.4119134541456289,1.9123068105447625,3,0,5.503551297776991
2021-03-16,236.27999877929688,240.05999755859375,235.94000244140625,237.7100067138672,231.59791564941406,28092200,4.863251189621593,3.459152195659848,2.455164539512566,0.505942956986036,1.4040989939617452,1.9492215825265302,3,0,5.484947834171961
2021-03-17,236.14999389648438,238.5500030517578,233.22999572753906,237.0399932861328,230.94512939453125,29562100,4.902423219170885,3.5219031097255455,2.5100813328879212,0.5280881324103662,1.3805201094453392,1.9819932004775551,3,0,5.472869354362507
2021-03-18,232.55999755859375,234.19000244140625,230.3300018310547,230.72000122070312,224.78762817382812,34833000,4.826554083250841,3.5786270650962106,2.5360662970495866,0.5502757364395289,1.24792701815463,1.9857905606100577,3,0,5.563300110551114
2021-03-19,231.02000427246094,232.47000122070312,229.35000610351562,230.35000610351562,224.42715454101562,46430700,4.745394588040398,3.6293560878329147,2.5600057321350107,0.5724826977179319,1.116038500207483,1.987523034417079,3,0,5.384997788565391
2021-03-22,230.27000427246094,236.89999389648438,230.13999938964844,235.99000549316406,229.922119140625,30127000,4.76453029297744,3.6787114880565897,2.6087281149027888,0.5949826470790905,1.0858188049208506,2.013745467823698,3,0,5.485184359314088
2021-03-23,237.49000549316406,241.0500030517578,237.07000732421875,237.5800018310547,231.4712677001953,31638400,4.808227354222396,3.72782087354206,2.6638689318575928,0.6178432690103447,1.080406480680336,2.046025662847248,3,0,5.454248296020115
2021-03-24,237.85000610351562,238.0,235.32000732421875,235.4600067138672,229.40576171875,25620100,4.810297947053357,3.7748850941295076,2.708802225910148,0.6409477878711161,1.0354128529238493,2.067854438039032,3,0,5.25266504752617
2021-03-25,235.3000030517578,236.94000244140625,231.57000732421875,232.33999633789062,226.36598205566406,34061900,4.755200542174293,3.8175075049140634,2.7391900828730797,0.6641327856059444,0.9376930372602299,2.0750572972671355,3,0,5.2611799937119885
2021-03-26,231.5500030517578,236.7100067138672,231.5500030517578,236.47999572753906,230.39952087402344,25479900,4.772874520881288,3.859045201260465,2.787587141381806,0.6875963696476667,0.9138293196208234,2.0999907717341393,3,0,5.253845756467851
2021-03-29,236.58999633789062,236.8000030517578,231.8800048828125,235.24000549316406,229.19143676757812,25227500,4.765594646152607,3.8984603945166447,2.8297791807464705,0.7112668979471011,0.8671342516359624,2.1185122827993697,3,0,5.229670911947593
2021-03-30,233.52999877929688,233.85000610351562,231.10000610351562,231.85000610351562,225.88856506347656,24792000,4.6968836688411955,3.9331744499220602,2.8562509672080694,0.734968379375399,0.7637092189191352,2.1212825878326704,3,0,5.150842313327815
2021-03-31,232.91000366210938,239.10000610351562,232.38999938964844,235.77000427246094,229.7078094482422,43623500,4.6977662818633235,3.966417573049941,2.899794430825125,0.7588891092256722,0.7313487088133823,2.140905321599453,3,0,5.302560247004953
2021-04-01,238.47000122070312,242.83999633789062,238.0500030517578,242.35000610351562,236.11862182617188,30338000,4.811535116668949,4.003161814076855,2.9720650930386228,0.7833440924722243,0.8083733025920941,2.1887210005663986,3,0,5.430194373305345
2021-04-05,242.75999450683594,249.9600067138672,242.6999969482422,249.07000732421875,242.6658172607422,36910600,5.035217838748451,4.048033815149534,3.07333728452204,0.8086478846495703,0.9871840235989175,2.26468939987247,3,0,5.587484282060221
2021-04-06,247.61000061035156,249.39999389648438,246.8800048828125,247.86000061035156,241.4869384765625,22931900,5.224544254272246,4.099186442937478,3.167888990823286,0.8347168471487274,1.1253578113347675,2.3331721436745587,3,0,5.3663020129263135
2021-04-07,247.80999755859375,250.92999267578125,247.19000244140625,249.89999389648438,243.47447204589844,22719800,5.43799241239924,4.157395398131468,3.2702935024597366,0.8616292963786834,1.2805970142677712,2.4086642060810535,3,0,5.249115813020726
2021-04-08,252.77000427246094,254.13999938964844,252.0,253.25,246.73829650878906,23625200,5.697259439848523,4.2243460086409055,3.3862951293331776,0.8895261564113297,1.4729134312076173,2.496768972921848,3,0,5.176448562699744
2021-04-09,252.8699951171875,255.99000549316406,252.44000244140625,255.85000610351562,249.271484375,24326800,5.986896927353172,4.30097865728057,3.512380586094906,0.9185079733139107,1.6859182700726016,2.5938726127809955,3,0,5.059394460924981
2021-04-12,254.7100067138672,257.6700134277344,254.6199951171875,255.91000366210938,249.3299102783203,27148700,6.26081545918791,4.3861889530156715,3.637095388084788,0.9485476132561304,1.8746265061722385,2.6885477748286575,3,0,4.9148592697115285
2021-04-13,257.260009765625,259.19000244140625,256.8299865722656,258.489990234375,251.8435821533203,23837500,6.56377488905585,4.480866602408723,3.7716912646112633,0.9797425707296677,2.082908286647127,2.7919486938815954,3,0,4.7973221136701065
2021-04-14,257.4800109863281,258.8299865722656,255.16000366210938,255.58999633789062,249.01817321777344,23070900,6.798234903529732,4.581621745935723,3.8916036878408704,1.0119178316922226,2.2166131575940087,2.879685856148648,3,0,4.7163105766476106
2021-04-15,257.92999267578125,259.92999267578125,257.7300109863281,259.5,252.82765197753906,25627500,7.086644707464416,4.690535787741318,4.0273790681409025,1.045237845354639,2.3961089197230976,2.9821412227862636,3,0,4.689280005395277
2021-04-16,259.4700012207031,261.0,257.6000061035156,260.739990234375,254.03570556640625,24878600,7.379516572278504,4.807447995764674,4.166912832309492,1.0797314916193335,2.5720685765138303,3.087181340690159,3,0,4.596708001292928
2021-04-19,260.19000244140625,261.4800109863281,257.82000732421875,258.739990234375,252.08717346191406,23209300,7.619728022261086,4.929721040394953,4.295704734173199,1.1152671075591551,2.6900069818661327,3.180437626614044,3,0,4.529476750624111
2021-04-20,257.82000732421875,260.20001220703125,256.8399963378906,258.260009765625,251.61953735351562,19722900,7.836293304216241,5.056093747517618,4.4206599704140785,1.1517907856017509,2.780199556698623,3.2688691848123277,3,0,4.4455685790748305
2021-04-21,258.94000244140625,260.67999267578125,257.25,260.5799865722656,253.8798370361328,24030400,8.079282910107054,5.187536754586724,4.554308769248024,1.1893876693989471,2.8917461555203294,3.3649210998490773,3,0,4.37272494335837
2021-04-22,260.2099914550781,261.7799987792969,255.63999938964844,257.1700134277344,250.5575408935547,25606200,8.246931579680336,5.320553920895142,4.670986148849579,1.227858370829341,2.926377658785194,3.443127778020238,3,0,4.49944748769904
2021-04-23,257.8800048828125,261.510009765625,257.2699890136719,261.1499938964844,254.43524169921875,21462600,8.472207961037952,5.45758235742309,4.8038529144938025,1.2673721226930366,3.0146256036148626,3.536480791800766,3,0,4.488017191759859
2021-04-26,261.6600036621094,262.44000244140625,260.1700134277344,261.54998779296875,254.82492065429688,19763300,8.689538564488856,5.598102192512906,4.936742168702153,1.307917648063303,3.0914363719759503,3.62882452063885,3,0,4.329058083507303
2021-04-27,261.5799865722656,263.19000244140625,260.1199951171875,261.9700012207031,255.23416137695312,31014200,8.899543188251812,5.74164310537112,5.06973869255998,1.3494847314279073,3.1579000828806922,3.720253961132073,3,0,4.238847368701806
2021-04-28,256.0799865722656,256.5400085449219,252.9499969482422,254.55999755859375,248.01466369628906,46903100,8.96528546156074,5.881801468683712,5.167915202864123,1.39167733332223,3.083483992877028,3.7762378695418928,3,0,4.581340463845387
2021-04-29,255.4600067138672,256.1000061035156,249.0,252.50999450683594,246.01736450195312,40589000,8.987498310148112,6.016831766138686,5.255595606371884,1.4343725628586905,2.9706665440094264,3.8212230435131933,3,0,4.761725356081739
2021-04-30,249.74000549316406,253.0800018310547,249.60000610351562,252.17999267578125,245.69583129882812,30945100,8.998374513503194,6.14646405950236,5.3405753494743635,1.4775350245892507,2.8519104540008335,3.863040324885113,3,0,4.669946366179134
2021-05-03,253.39999389648438,254.35000610351562,251.1199951171875,251.86000061035156,245.38404846191406,19626600,8.998623092719981,6.270470973990083,5.422929061663183,1.521130538811062,2.7281521187298985,3.901798522852121,3,0,4.566857209511869
2021-05-04,250.97000122070312,251.2100067138672,245.75999450683594,247.7899932861328,241.41871643066406,32756100,8.923050125463988,6.3858005023150355,5.485960902726873,1.5649408190753253,2.537249623148952,3.921020083651548,3,0,4.6766017577311985
2021-05-05,249.05999755859375,249.5,245.82000732421875,246.47000122070312,240.13270568847656,21901300,8.82347848944255,6.491786501755362,5.542167791785829,1.608888078442292,2.331691987687188,3.933279713343537,3,0,4.605274224283535
2021-05-06,246.4499969482422,249.86000061035156,244.69000244140625,249.72999572753906,243.308837890625,26491100,8.781339282239458,6.591332274819888,5.612057223842157,1.6531219916511304,2.1900070074195694,3.9589352321910267,3,0,4.6456859181401695
2021-05-07,252.14999389648438,254.3000030517578,251.1699981689453,252.4600067138672,245.96864318847656,27032900,8.784637326906477,6.686693364041044,5.6930976182731285,1.697762606309937,2.0979439628654326,3.9953350119631916,3,0,4.64027106360666
2021-05-10,250.8699951171875,251.72999572753906,247.1199951171875,247.17999267578125,240.8243865966797,29299900,8.6908769594082,6.773831781230921,5.74942682331141,1.7425323766635443,1.917045178177279,4.006894446647865,3,0,4.690331858946426
2021-05-11,244.5500030517578,246.60000610351562,242.57000732421875,246.22999572753906,239.89881896972656,33641600,8.580581222000973,6.852386104742663,5.800653995154931,1.787373499519803,1.72819511725831,4.0132804956351285,3,0,4.684584365509659
2021-05-12,242.1699981689453,244.3800048828125,238.07000732421875,239.0,232.85476684570312,36684400,8.344567883976964,6.917263573405024,5.8188305738636075,1.831919986529127,1.42730431057194,3.9869105873344806,3,0,4.933167163126293
2021-05-13,241.8000030517578,245.60000610351562,241.4199981689453,243.02999877929688,236.78109741210938,29624300,8.186205231225728,6.972434949832012,5.854575470716213,1.8763692183985976,1.2137702813937157,3.978206252317616,3,0,5.052378337467488
2021-05-14,245.5800018310547,249.17999267578125,245.49000549316406,248.14999389648438,241.7694549560547,23901100,8.120976391955509,7.022371534272165,5.912536236513205,1.9209677489854995,1.0986048576833438,3.9915684875277053,3,0,5.130871924603017
2021-05-17,246.5500030517578,246.58999633789062,243.52000427246094,245.17999267578125,238.87582397460938,24970200,8.002750791636174,7.064996719374948,5.956360835884709,1.9655577278462641,0.9377540722612263,3.990803108038445,3,0,5.09505543491816
2021-05-18,246.27000427246094,246.41000366210938,242.89999389648438,243.0800018310547,236.829833984375,20168000,7.849350120198466,7.099099041149884,5.990099232474847,2.0100277997206133,0.7502510790485815,3.980071432754234,3,0,4.981722759475329
2021-05-19,239.30999755859375,243.22999572753906,238.60000610351562,243.1199951171875,237.4157257080078,25739800,7.700015762704453,7.125225855130518,6.0234167458328045,2.0543746389041733,0.5747899075739351,3.9690421069286312,3,0,4.956575242983704
2021-05-20,243.9600067138672,247.9499969482422,243.86000061035156,246.47999572753906,240.69691467285156,21800700,7.612794667411237,7.146424499142723,6.071124587831861,2.098758616240391,0.4663701682685133,3.97236597159147,3,0,4.947526359061248
2021-05-21,247.57000732421875,248.3300018310547,244.74000549316406,245.1699981689453,239.4176483154297,21863100,7.502959779018056,7.161926033050347,6.112218918860179,2.1431062438936483,0.3410337459677093,3.969112674966531,3,0,4.850480998419344
2021-05-24,247.7899932861328,251.16000366210938,247.50999450683594,250.77999877929688,244.89605712890625,21411500,7.492877800638979,7.176315240336809,6.177641569055766,2.1876867447241692,0.3165625603021702,3.9899548243315963,3,0,4.931937124214592
2021-05-25,251.77000427246094,252.75,250.82000732421875,251.72000122070312,245.81396484375,17704300,7.495993167070111,7.190214280629561,6.246267828434213,2.2325329445441695,0.3057788864405504,4.013734883890043,3,0,4.7202217989666115
2021-05-26,251.42999267578125,252.94000244140625,250.75,251.49000549316406,245.58938598632812,17771600,7.491178710729656,7.203299690633913,6.312838556294196,2.277619194397761,0.28787902009574307,4.035219361896434,3,0,4.539374076288185
2021-05-27,251.1699981689453,251.47999572753906,249.25,249.30999755859375,243.4605255126953,24426200,7.444650284639067,7.213793194721093,6.368679493025326,2.3228242805704413,0.23085708991797382,4.045855212454884,3,0,4.375034088717931
2021-05-28,251.0,252.0800018310547,249.55999755859375,249.67999267578125,243.8218231201172,18270200,7.403090137510077,7.2220234965814845,6.425291722783896,2.3681554125286013,0.18106664092859237,4.057136310255295,3,0,4.260324692929156
2021-06-01,251.22999572753906,251.2899932861328,246.9600067138672,247.39999389648438,241.5953369140625,23213300,7.3198556900754,7.226277070211655,6.470845175752487,2.4134890010725116,0.09357861986374516,4.057356174679976,3,0,4.26530313716183
2021-06-02,248.1300048828125,249.27000427246094,245.83999633789062,247.3000030517578,241.49769592285156,19406700,7.235163471273353,7.226663435475207,6.515195074255416,2.458811720113207,0.008500035798145511,4.056383354142209,3,0,4.205610293984168
2021-06-03,245.22000122070312,246.33999633789062,243.0,245.7100067138672,239.9449920654297,25307700,7.123020733381679,7.222157231036358,6.551709175215791,2.5040371063574347,-0.09913649765467891,4.047672068858356,1,1,4.212355666311502
2021-06-04,247.75999450683594,251.64999389648438,247.50999450683594,250.7899932861328,244.90577697753906,25281100,7.101645143229035,7.216917575044736,6.610229187329395,2.54940939454497,-0.11527243181570057,4.060819792784425,1,0,4.3358094537083725
2021-06-07,249.97999572753906,254.08999633789062,249.80999755859375,253.80999755859375,247.85491943359375,23079200,7.1306408134730646,7.2131664114981415,6.681299362769295,2.5950656372877803,-0.08252559802507697,4.086233725481515,1,0,4.331821431065474
2021-06-08,255.16000366210938,256.010009765625,252.50999450683594,252.57000732421875,246.64404296875,22455000,7.132964033365539,7.209679351579333,6.745766003709093,2.6409297297344247,-0.07671531821379407,4.104836273974668,1,0,4.272385310605237
2021-06-09,253.80999755859375,255.52999877929688,253.2100067138672,253.58999633789062,247.6400909423828,17937600,7.149476188587954,7.207061822753621,6.813786467009436,2.6870386439584584,-0.05758563416566709,4.1267478230509775,1,0,4.1786115497165035
2021-06-10,254.2899932861328,257.4599914550781,253.6699981689453,257.239990234375,251.2044219970703,24563600,7.225571202247238,7.207866578383778,6.897045342969335,2.7335580549972525,0.017704623863459723,4.163487287972083,3,4,4.156560675052716
2021-06-11,257.989990234375,258.489990234375,256.6099853515625,257.8900146484375,251.8392333984375,18999700,7.305819016303104,7.212125380032445,6.9819756933443955,2.7805018963049557,0.0936936362706593,4.20147379703944,3,0,3.993902669985856
2021-06-14,257.8999938964844,259.95001220703125,256.79998779296875,259.8900146484375,253.79232788085938,19150500,7.413633161806018,7.220886587935644,7.074575447154103,2.8279502228336755,0.19274657387037397,4.246625224320428,3,0,3.9336095167363223
2021-06-15,259.7699890136719,259.989990234375,257.67999267578125,258.3599853515625,252.29818725585938,18038900,7.485803707071057,7.232404723550228,7.159004938431423,2.875807181017076,0.253398983520829,4.283197757414347,3,0,3.81760840846196
2021-06-16,259.3999938964844,260.5799865722656,254.4199981689453,257.3800048828125,251.34117126464844,27220000,7.533626199820304,7.245501309475014,7.237813592753014,2.9240061468926113,0.28812489034529065,4.3138074458604025,3,0,3.984959880617842
2021-06-17,256.07000732421875,261.75,256.010009765625,260.8999938964844,254.77859497070312,27565500,7.63707269580695,7.262526152359011,7.331136733568968,2.9727037224359965,0.3745465434479387,4.358433011132972,3,0,4.110346057151675
2021-06-18,259.6300048828125,262.29998779296875,258.75,259.42999267578125,253.3430938720703,37202200,7.706023117440395,7.28180862910168,7.416540405723708,3.021806890207132,0.42421448833871533,4.3947335155165765,3,0,4.070312501856696
2021-06-21,259.82000732421875,263.5199890136719,257.9200134277344,262.6300048828125,256.46795654296875,26696100,7.823900639098099,7.305377846927611,7.514945942252268,3.071454835533597,0.5185227921704882,4.443491106718671,3,0,4.1795943401804365
2021-06-22,262.7200012207031,265.7900085449219,262.3999938964844,265.510009765625,259.28045654296875,24694100,7.98271316548707,7.334827208604109,7.624765584554808,3.121767661489633,0.6478859568829609,4.502997923065175,3,0,4.1231861139095285
2021-06-23,265.989990234375,266.8299865722656,264.42999267578125,265.2699890136719,259.0460205078125,19518700,8.125772654964095,7.369216141054543,7.7319423955662785,3.172708818772248,0.756556513909552,4.55923357679403,3,0,4.000081345312294
2021-06-24,266.1600036621094,267.8500061035156,265.4700012207031,266.69000244140625,260.4327697753906,21446900,8.282839926103208,7.408938914317528,7.843908679401409,3.224324286845498,0.8739010117856791,4.619584392555911,3,0,3.8986331781403005
2021-06-25,266.2300109863281,267.25,264.760009765625,265.0199890136719,258.8019104003906,25611100,8.399033864415372,7.451986520843522,7.946821420291855,3.2765065756128617,0.9470473435718505,4.670314844678993,3,0,3.7980020030253163
2021-06-28,266.19000244140625,268.8999938964844,265.9100036621094,268.7200012207031,262.41510009765625,19590000,8.57032126749641,7.500609770697996,8.064737165173199,3.329415200911871,1.0697114967984147,4.735321964261328,3,0,3.80386009873494
